Participant ID,Moderator Initials,Device Type,Session Type,Survey Type,Timestamp,Global Time (seconds),Target Time (seconds),Deviation (seconds),Response,Focus,Missed
10005,AD,AI Glasses & Neural Band,Capture & Share,misc,2025-10-30 13:27:48.885,599,600,-1,0,"",false
10005,AD,AI Glasses & Neural Band,Capture & Share,eyestrain,2025-10-30 13:27:53.305,603,600,3,1,"",false
10005,AD,AI Glasses & Neural Band,Capture & Share,misc,2025-10-30 13:37:40.746,1191,1200,-9,0,"Glasses screen",false
10005,AD,AI Glasses & Neural Band,Capture & Share,eyestrain,2025-10-30 13:37:48.045,1198,1200,-2,2,"Glasses screen",false
10005,AD,AI Glasses & Neural Band,Capture & Share,misc,2025-10-30 13:47:37.906,1788,1800,-12,0,"Glasses screen",false
10005,AD,AI Glasses & Neural Band,Capture & Share,discomfort,2025-10-30 13:47:41.987,1792,1800,-8,1,"Glasses screen",false
10005,AD,AI Glasses & Neural Band,Capture & Share,eyestrain,2025-10-30 13:47:44.619,1795,1800,-5,2,"Glasses screen",false
10005,AD,AI Glasses & Neural Band,Capture & Share,misc,2025-10-30 13:57:39.048,2389,2400,-11,0,"Glasses screen",false
10005,AD,AI Glasses & Neural Band,Capture & Share,eyestrain,2025-10-30 13:57:40.746,2391,2400,-9,1,"Glasses screen",false
10005,AD,AI Glasses & Neural Band,Capture & Share,misc,2025-10-30 14:07:42.799,2993,3000,-7,0,"Real world, busy/mixed backdrop",false
10005,AD,AI Glasses & Neural Band,Capture & Share,eyestrain,2025-10-30 14:07:44.314,2994,3000,-6,2,"Real world, busy/mixed backdrop",false
10005,AD,AI Glasses & Neural Band,Capture & Share,misc,2025-10-30 14:17:36.972,3587,3600,-13,0,"Glasses screen",false
10005,AD,AI Glasses & Neural Band,Capture & Share,discomfort,2025-10-30 14:17:39.988,3590,3600,-10,0,"Glasses screen",false
10005,AD,AI Glasses & Neural Band,Capture & Share,eyestrain,2025-10-30 14:17:47.473,3598,3600,-2,1,"Glasses screen",false
